Level,Total,Next level,Difference
11385,"24,539,656,002,120,000","6,554,721,552,000","1,161,372,000"
11386,"24,546,210,723,672,000","6,555,883,026,000","1,161,474,000"
11387,"24,552,766,606,698,000","6,557,044,602,000","1,161,576,000"
11388,"24,559,323,651,300,000","6,558,206,280,000","1,161,678,000"
11389,"24,565,881,857,580,000","6,559,368,060,000","1,161,780,000"
11390,"24,572,441,225,640,000","6,560,529,942,000","1,161,882,000"
11391,"24,579,001,755,582,000","6,561,691,926,000","1,161,984,000"
11392,"24,585,563,447,508,000","6,562,854,012,000","1,162,086,000"
11393,"24,592,126,301,520,000","6,564,016,200,000","1,162,188,000"
11394,"24,598,690,317,720,000","6,565,178,490,000","1,162,290,000"
11395,"24,605,255,496,210,000","6,566,340,882,000","1,162,392,000"
11396,"24,611,821,837,092,000","6,567,503,376,000","1,162,494,000"
11397,"24,618,389,340,468,000","6,568,665,972,000","1,162,596,000"
11398,"24,624,958,006,440,000","6,569,828,670,000","1,162,698,000"
11399,"24,631,527,835,110,000","6,570,991,470,000","1,162,800,000"
11400,"24,638,098,826,580,000","6,572,154,372,000","1,162,902,000"
11401,"24,644,670,980,952,000","6,573,317,376,000","1,163,004,000"
11402,"24,651,244,298,328,000","6,574,480,482,000","1,163,106,000"
11403,"24,657,818,778,810,000","6,575,643,690,000","1,163,208,000"
11404,"24,664,394,422,500,000","6,576,807,000,000","1,163,310,000"
11405,"24,670,971,229,500,000","6,577,970,412,000","1,163,412,000"
11406,"24,677,549,199,912,000","6,579,133,926,000","1,163,514,000"
11407,"24,684,128,333,838,000","6,580,297,542,000","1,163,616,000"
11408,"24,690,708,631,380,000","6,581,461,260,000","1,163,718,000"
11409,"24,697,290,092,640,000","6,582,625,080,000","1,163,820,000"
11410,"24,703,872,717,720,000","6,583,789,002,000","1,163,922,000"
11411,"24,710,456,506,722,000","6,584,953,026,000","1,164,024,000"
11412,"24,717,041,459,748,000","6,586,117,152,000","1,164,126,000"
11413,"24,723,627,576,900,000","6,587,281,380,000","1,164,228,000"
11414,"24,730,214,858,280,000","6,588,445,710,000","1,164,330,000"
11415,"24,736,803,303,990,000","6,589,610,142,000","1,164,432,000"
11416,"24,743,392,914,132,000","6,590,774,676,000","1,164,534,000"
11417,"24,749,983,688,808,000","6,591,939,312,000","1,164,636,000"
11418,"24,756,575,628,120,000","6,593,104,050,000","1,164,738,000"
11419,"24,763,168,732,170,000","6,594,268,890,000","1,164,840,000"
11420,"24,769,763,001,060,000","6,595,433,832,000","1,164,942,000"
11421,"24,776,358,434,892,000","6,596,598,876,000","1,165,044,000"
11422,"24,782,955,033,768,000","6,597,764,022,000","1,165,146,000"
11423,"24,789,552,797,790,000","6,598,929,270,000","1,165,248,000"
11424,"24,796,151,727,060,000","6,600,094,620,000","1,165,350,000"
11425,"24,802,751,821,680,000","6,601,260,072,000","1,165,452,000"
11426,"24,809,353,081,752,000","6,602,425,626,000","1,165,554,000"
11427,"24,815,955,507,378,000","6,603,591,282,000","1,165,656,000"
11428,"24,822,559,098,660,000","6,604,757,040,000","1,165,758,000"
11429,"24,829,163,855,700,000","6,605,922,900,000","1,165,860,000"
11430,"24,835,769,778,600,000","6,607,088,862,000","1,165,962,000"
11431,"24,842,376,867,462,000","6,608,254,926,000","1,166,064,000"
11432,"24,848,985,122,388,000","6,609,421,092,000","1,166,166,000"
11433,"24,855,594,543,480,000","6,610,587,360,000","1,166,268,000"
11434,"24,862,205,130,840,000","6,611,753,730,000","1,166,370,000"
11435,"24,868,816,884,570,000","6,612,920,202,000","1,166,472,000"
11436,"24,875,429,804,772,000","6,614,086,776,000","1,166,574,000"
11437,"24,882,043,891,548,000","6,615,253,452,000","1,166,676,000"
11438,"24,888,659,145,000,000","6,616,420,230,000","1,166,778,000"
11439,"24,895,275,565,230,000","6,617,587,110,000","1,166,880,000"
11440,"24,901,893,152,340,000","6,618,754,092,000","1,166,982,000"
11441,"24,908,511,906,432,000","6,619,921,176,000","1,167,084,000"
11442,"24,915,131,827,608,000","6,621,088,362,000","1,167,186,000"
11443,"24,921,752,915,970,000","6,622,255,650,000","1,167,288,000"
11444,"24,928,375,171,620,000","6,623,423,040,000","1,167,390,000"
11445,"24,934,998,594,660,000","6,624,590,532,000","1,167,492,000"
11446,"24,941,623,185,192,000","6,625,758,126,000","1,167,594,000"
11447,"24,948,248,943,318,000","6,626,925,822,000","1,167,696,000"
11448,"24,954,875,869,140,000","6,628,093,620,000","1,167,798,000"
11449,"24,961,503,962,760,000","6,629,261,520,000","1,167,900,000"
11450,"24,968,133,224,280,000","6,630,429,522,000","1,168,002,000"
11451,"24,974,763,653,802,000","6,631,597,626,000","1,168,104,000"
11452,"24,981,395,251,428,000","6,632,765,832,000","1,168,206,000"
11453,"24,988,028,017,260,000","6,633,934,140,000","1,168,308,000"
11454,"24,994,661,951,400,000","6,635,102,550,000","1,168,410,000"
11455,"25,001,297,053,950,000","6,636,271,062,000","1,168,512,000"
11456,"25,007,933,325,012,000","6,637,439,676,000","1,168,614,000"
11457,"25,014,570,764,688,000","6,638,608,392,000","1,168,716,000"
11458,"25,021,209,373,080,000","6,639,777,210,000","1,168,818,000"
11459,"25,027,849,150,290,000","6,640,946,130,000","1,168,920,000"
11460,"25,034,490,096,420,000","6,642,115,152,000","1,169,022,000"
11461,"25,041,132,211,572,000","6,643,284,276,000","1,169,124,000"
11462,"25,047,775,495,848,000","6,644,453,502,000","1,169,226,000"
11463,"25,054,419,949,350,000","6,645,622,830,000","1,169,328,000"
11464,"25,061,065,572,180,000","6,646,792,260,000","1,169,430,000"
11465,"25,067,712,364,440,000","6,647,961,792,000","1,169,532,000"
11466,"25,074,360,326,232,000","6,649,131,426,000","1,169,634,000"
11467,"25,081,009,457,658,000","6,650,301,162,000","1,169,736,000"
11468,"25,087,659,758,820,000","6,651,471,000,000","1,169,838,000"
11469,"25,094,311,229,820,000","6,652,640,940,000","1,169,940,000"
11470,"25,100,963,870,760,000","6,653,810,982,000","1,170,042,000"
11471,"25,107,617,681,742,000","6,654,981,126,000","1,170,144,000"
11472,"25,114,272,662,868,000","6,656,151,372,000","1,170,246,000"
11473,"25,120,928,814,240,000","6,657,321,720,000","1,170,348,000"
11474,"25,127,586,135,960,000","6,658,492,170,000","1,170,450,000"
11475,"25,134,244,628,130,000","6,659,662,722,000","1,170,552,000"
11476,"25,140,904,290,852,000","6,660,833,376,000","1,170,654,000"
11477,"25,147,565,124,228,000","6,662,004,132,000","1,170,756,000"
11478,"25,154,227,128,360,000","6,663,174,990,000","1,170,858,000"
11479,"25,160,890,303,350,000","6,664,345,950,000","1,170,960,000"
11480,"25,167,554,649,300,000","6,665,517,012,000","1,171,062,000"
11481,"25,174,220,166,312,000","6,666,688,176,000","1,171,164,000"
11482,"25,180,886,854,488,000","6,667,859,442,000","1,171,266,000"
11483,"25,187,554,713,930,000","6,669,030,810,000","1,171,368,000"
11484,"25,194,223,744,740,000","6,670,202,280,000","1,171,470,000"
11485,"25,200,893,947,020,000","6,671,373,852,000","1,171,572,000"
11486,"25,207,565,320,872,000","6,672,545,526,000","1,171,674,000"
11487,"25,214,237,866,398,000","6,673,717,302,000","1,171,776,000"
11488,"25,220,911,583,700,000","6,674,889,180,000","1,171,878,000"
11489,"25,227,586,472,880,000","6,676,061,160,000","1,171,980,000"
11490,"25,234,262,534,040,000","6,677,233,242,000","1,172,082,000"
11491,"25,240,939,767,282,000","6,678,405,426,000","1,172,184,000"
11492,"25,247,618,172,708,000","6,679,577,712,000","1,172,286,000"
11493,"25,254,297,750,420,000","6,680,750,100,000","1,172,388,000"
11494,"25,260,978,500,520,000","6,681,922,590,000","1,172,490,000"
11495,"25,267,660,423,110,000","6,683,095,182,000","1,172,592,000"
11496,"25,274,343,518,292,000","6,684,267,876,000","1,172,694,000"
11497,"25,281,027,786,168,000","6,685,440,672,000","1,172,796,000"
11498,"25,287,713,226,840,000","6,686,613,570,000","1,172,898,000"
11499,"25,294,399,840,410,000","6,687,786,570,000","1,173,000,000"
11500,"25,301,087,626,980,000","6,688,959,672,000","1,173,102,000"
11501,"25,307,776,586,652,000","6,690,132,876,000","1,173,204,000"
11502,"25,314,466,719,528,000","6,691,306,182,000","1,173,306,000"
11503,"25,321,158,025,710,000","6,692,479,590,000","1,173,408,000"
11504,"25,327,850,505,300,000","6,693,653,100,000","1,173,510,000"
11505,"25,334,544,158,400,000","6,694,826,712,000","1,173,612,000"
11506,"25,341,238,985,112,000","6,696,000,426,000","1,173,714,000"
11507,"25,347,934,985,538,000","6,697,174,242,000","1,173,816,000"
11508,"25,354,632,159,780,000","6,698,348,160,000","1,173,918,000"
11509,"25,361,330,507,940,000","6,699,522,180,000","1,174,020,000"
11510,"25,368,030,030,120,000","6,700,696,302,000","1,174,122,000"
11511,"25,374,730,726,422,000","6,701,870,526,000","1,174,224,000"
11512,"25,381,432,596,948,000","6,703,044,852,000","1,174,326,000"
11513,"25,388,135,641,800,000","6,704,219,280,000","1,174,428,000"
11514,"25,394,839,861,080,000","6,705,393,810,000","1,174,530,000"
11515,"25,401,545,254,890,000","6,706,568,442,000","1,174,632,000"
11516,"25,408,251,823,332,000","6,707,743,176,000","1,174,734,000"
11517,"25,414,959,566,508,000","6,708,918,012,000","1,174,836,000"
11518,"25,421,668,484,520,000","6,710,092,950,000","1,174,938,000"
11519,"25,428,378,577,470,000","6,711,267,990,000","1,175,040,000"
11520,"25,435,089,845,460,000","6,712,443,132,000","1,175,142,000"
11521,"25,441,802,288,592,000","6,713,618,376,000","1,175,244,000"
11522,"25,448,515,906,968,000","6,714,793,722,000","1,175,346,000"
11523,"25,455,230,700,690,000","6,715,969,170,000","1,175,448,000"
11524,"25,461,946,669,860,000","6,717,144,720,000","1,175,550,000"
11525,"25,468,663,814,580,000","6,718,320,372,000","1,175,652,000"
11526,"25,475,382,134,952,000","6,719,496,126,000","1,175,754,000"
11527,"25,482,101,631,078,000","6,720,671,982,000","1,175,856,000"
11528,"25,488,822,303,060,000","6,721,847,940,000","1,175,958,000"
11529,"25,495,544,151,000,000","6,723,024,000,000","1,176,060,000"
11530,"25,502,267,175,000,000","6,724,200,162,000","1,176,162,000"
11531,"25,508,991,375,162,000","6,725,376,426,000","1,176,264,000"
11532,"25,515,716,751,588,000","6,726,552,792,000","1,176,366,000"
11533,"25,522,443,304,380,000","6,727,729,260,000","1,176,468,000"
11534,"25,529,171,033,640,000","6,728,905,830,000","1,176,570,000"
11535,"25,535,899,939,470,000","6,730,082,502,000","1,176,672,000"
11536,"25,542,630,021,972,000","6,731,259,276,000","1,176,774,000"
11537,"25,549,361,281,248,000","6,732,436,152,000","1,176,876,000"
11538,"25,556,093,717,400,000","6,733,613,130,000","1,176,978,000"
11539,"25,562,827,330,530,000","6,734,790,210,000","1,177,080,000"
11540,"25,569,562,120,740,000","6,735,967,392,000","1,177,182,000"
11541,"25,576,298,088,132,000","6,737,144,676,000","1,177,284,000"
11542,"25,583,035,232,808,000","6,738,322,062,000","1,177,386,000"
11543,"25,589,773,554,870,000","6,739,499,550,000","1,177,488,000"
11544,"25,596,513,054,420,000","6,740,677,140,000","1,177,590,000"
11545,"25,603,253,731,560,000","6,741,854,832,000","1,177,692,000"
11546,"25,609,995,586,392,000","6,743,032,626,000","1,177,794,000"
11547,"25,616,738,619,018,000","6,744,210,522,000","1,177,896,000"
11548,"25,623,482,829,540,000","6,745,388,520,000","1,177,998,000"
11549,"25,630,228,218,060,000","6,746,566,620,000","1,178,100,000"
11550,"25,636,974,784,680,000","6,747,744,822,000","1,178,202,000"
11551,"25,643,722,529,502,000","6,748,923,126,000","1,178,304,000"
11552,"25,650,471,452,628,000","6,750,101,532,000","1,178,406,000"
11553,"25,657,221,554,160,000","6,751,280,040,000","1,178,508,000"
11554,"25,663,972,834,200,000","6,752,458,650,000","1,178,610,000"
11555,"25,670,725,292,850,000","6,753,637,362,000","1,178,712,000"
11556,"25,677,478,930,212,000","6,754,816,176,000","1,178,814,000"
11557,"25,684,233,746,388,000","6,755,995,092,000","1,178,916,000"
11558,"25,690,989,741,480,000","6,757,174,110,000","1,179,018,000"
11559,"25,697,746,915,590,000","6,758,353,230,000","1,179,120,000"
11560,"25,704,505,268,820,000","6,759,532,452,000","1,179,222,000"
11561,"25,711,264,801,272,000","6,760,711,776,000","1,179,324,000"
11562,"25,718,025,513,048,000","6,761,891,202,000","1,179,426,000"
11563,"25,724,787,404,250,000","6,763,070,730,000","1,179,528,000"
11564,"25,731,550,474,980,000","6,764,250,360,000","1,179,630,000"
11565,"25,738,314,725,340,000","6,765,430,092,000","1,179,732,000"
11566,"25,745,080,155,432,000","6,766,609,926,000","1,179,834,000"
11567,"25,751,846,765,358,000","6,767,789,862,000","1,179,936,000"
11568,"25,758,614,555,220,000","6,768,969,900,000","1,180,038,000"
11569,"25,765,383,525,120,000","6,770,150,040,000","1,180,140,000"
11570,"25,772,153,675,160,000","6,771,330,282,000","1,180,242,000"
11571,"25,778,925,005,442,000","6,772,510,626,000","1,180,344,000"
11572,"25,785,697,516,068,000","6,773,691,072,000","1,180,446,000"
11573,"25,792,471,207,140,000","6,774,871,620,000","1,180,548,000"
11574,"25,799,246,078,760,000","6,776,052,270,000","1,180,650,000"
11575,"25,806,022,131,030,000","6,777,233,022,000","1,180,752,000"
11576,"25,812,799,364,052,000","6,778,413,876,000","1,180,854,000"
11577,"25,819,577,777,928,000","6,779,594,832,000","1,180,956,000"
11578,"25,826,357,372,760,000","6,780,775,890,000","1,181,058,000"
11579,"25,833,138,148,650,000","6,781,957,050,000","1,181,160,000"
11580,"25,839,920,105,700,000","6,783,138,312,000","1,181,262,000"
11581,"25,846,703,244,012,000","6,784,319,676,000","1,181,364,000"
11582,"25,853,487,563,688,000","6,785,501,142,000","1,181,466,000"
11583,"25,860,273,064,830,000","6,786,682,710,000","1,181,568,000"
11584,"25,867,059,747,540,000","6,787,864,380,000","1,181,670,000"
11585,"25,873,847,611,920,000","6,789,046,152,000","1,181,772,000"
11586,"25,880,636,658,072,000","6,790,228,026,000","1,181,874,000"
11587,"25,887,426,886,098,000","6,791,410,002,000","1,181,976,000"
11588,"25,894,218,296,100,000","6,792,592,080,000","1,182,078,000"
11589,"25,901,010,888,180,000","6,793,774,260,000","1,182,180,000"
11590,"25,907,804,662,440,000","6,794,956,542,000","1,182,282,000"
11591,"25,914,599,618,982,000","6,796,138,926,000","1,182,384,000"
11592,"25,921,395,757,908,000","6,797,321,412,000","1,182,486,000"
11593,"25,928,193,079,320,000","6,798,504,000,000","1,182,588,000"
11594,"25,934,991,583,320,000","6,799,686,690,000","1,182,690,000"
11595,"25,941,791,270,010,000","6,800,869,482,000","1,182,792,000"
11596,"25,948,592,139,492,000","6,802,052,376,000","1,182,894,000"
11597,"25,955,394,191,868,000","6,803,235,372,000","1,182,996,000"
11598,"25,962,197,427,240,000","6,804,418,470,000","1,183,098,000"
11599,"25,969,001,845,710,000","6,805,601,670,000","1,183,200,000"
11600,"25,975,807,447,380,000","6,806,784,972,000","1,183,302,000"
11601,"25,982,614,232,352,000","6,807,968,376,000","1,183,404,000"
11602,"25,989,422,200,728,000","6,809,151,882,000","1,183,506,000"
11603,"25,996,231,352,610,000","6,810,335,490,000","1,183,608,000"
11604,"26,003,041,688,100,000","6,811,519,200,000","1,183,710,000"
11605,"26,009,853,207,300,000","6,812,703,012,000","1,183,812,000"
11606,"26,016,665,910,312,000","6,813,886,926,000","1,183,914,000"
11607,"26,023,479,797,238,000","6,815,070,942,000","1,184,016,000"
11608,"26,030,294,868,180,000","6,816,255,060,000","1,184,118,000"
11609,"26,037,111,123,240,000","6,817,439,280,000","1,184,220,000"
11610,"26,043,928,562,520,000","6,818,623,602,000","1,184,322,000"
11611,"26,050,747,186,122,000","6,819,808,026,000","1,184,424,000"
11612,"26,057,566,994,148,000","6,820,992,552,000","1,184,526,000"
11613,"26,064,387,986,700,000","6,822,177,180,000","1,184,628,000"
11614,"26,071,210,163,880,000","6,823,361,910,000","1,184,730,000"
11615,"26,078,033,525,790,000","6,824,546,742,000","1,184,832,000"
11616,"26,084,858,072,532,000","6,825,731,676,000","1,184,934,000"
11617,"26,091,683,804,208,000","6,826,916,712,000","1,185,036,000"
11618,"26,098,510,720,920,000","6,828,101,850,000","1,185,138,000"
11619,"26,105,338,822,770,000","6,829,287,090,000","1,185,240,000"
11620,"26,112,168,109,860,000","6,830,472,432,000","1,185,342,000"
11621,"26,118,998,582,292,000","6,831,657,876,000","1,185,444,000"
11622,"26,125,830,240,168,000","6,832,843,422,000","1,185,546,000"
11623,"26,132,663,083,590,000","6,834,029,070,000","1,185,648,000"
11624,"26,139,497,112,660,000","6,835,214,820,000","1,185,750,000"
11625,"26,146,332,327,480,000","6,836,400,672,000","1,185,852,000"
11626,"26,153,168,728,152,000","6,837,586,626,000","1,185,954,000"
11627,"26,160,006,314,778,000","6,838,772,682,000","1,186,056,000"
11628,"26,166,845,087,460,000","6,839,958,840,000","1,186,158,000"
11629,"26,173,685,046,300,000","6,841,145,100,000","1,186,260,000"
11630,"26,180,526,191,400,000","6,842,331,462,000","1,186,362,000"
11631,"26,187,368,522,862,000","6,843,517,926,000","1,186,464,000"
11632,"26,194,212,040,788,000","6,844,704,492,000","1,186,566,000"
11633,"26,201,056,745,280,000","6,845,891,160,000","1,186,668,000"
11634,"26,207,902,636,440,000","6,847,077,930,000","1,186,770,000"
11635,"26,214,749,714,370,000","6,848,264,802,000","1,186,872,000"
11636,"26,221,597,979,172,000","6,849,451,776,000","1,186,974,000"
11637,"26,228,447,430,948,000","6,850,638,852,000","1,187,076,000"
11638,"26,235,298,069,800,000","6,851,826,030,000","1,187,178,000"
11639,"26,242,149,895,830,000","6,853,013,310,000","1,187,280,000"
11640,"26,249,002,909,140,000","6,854,200,692,000","1,187,382,000"
11641,"26,255,857,109,832,000","6,855,388,176,000","1,187,484,000"
11642,"26,262,712,498,008,000","6,856,575,762,000","1,187,586,000"
11643,"26,269,569,073,770,000","6,857,763,450,000","1,187,688,000"
11644,"26,276,426,837,220,000","6,858,951,240,000","1,187,790,000"
11645,"26,283,285,788,460,000","6,860,139,132,000","1,187,892,000"
11646,"26,290,145,927,592,000","6,861,327,126,000","1,187,994,000"
11647,"26,297,007,254,718,000","6,862,515,222,000","1,188,096,000"
11648,"26,303,869,769,940,000","6,863,703,420,000","1,188,198,000"
11649,"26,310,733,473,360,000","6,864,891,720,000","1,188,300,000"
11650,"26,317,598,365,080,000","6,866,080,122,000","1,188,402,000"
11651,"26,324,464,445,202,000","6,867,268,626,000","1,188,504,000"
11652,"26,331,331,713,828,000","6,868,457,232,000","1,188,606,000"
11653,"26,338,200,171,060,000","6,869,645,940,000","1,188,708,000"
11654,"26,345,069,817,000,000","6,870,834,750,000","1,188,810,000"
11655,"26,351,940,651,750,000","6,872,023,662,000","1,188,912,000"
11656,"26,358,812,675,412,000","6,873,212,676,000","1,189,014,000"
11657,"26,365,685,888,088,000","6,874,401,792,000","1,189,116,000"
11658,"26,372,560,289,880,000","6,875,591,010,000","1,189,218,000"
11659,"26,379,435,880,890,000","6,876,780,330,000","1,189,320,000"
11660,"26,386,312,661,220,000","6,877,969,752,000","1,189,422,000"
11661,"26,393,190,630,972,000","6,879,159,276,000","1,189,524,000"
11662,"26,400,069,790,248,000","6,880,348,902,000","1,189,626,000"
11663,"26,406,950,139,150,000","6,881,538,630,000","1,189,728,000"
11664,"26,413,831,677,780,000","6,882,728,460,000","1,189,830,000"
11665,"26,420,714,406,240,000","6,883,918,392,000","1,189,932,000"
11666,"26,427,598,324,632,000","6,885,108,426,000","1,190,034,000"
11667,"26,434,483,433,058,000","6,886,298,562,000","1,190,136,000"
11668,"26,441,369,731,620,000","6,887,488,800,000","1,190,238,000"
11669,"26,448,257,220,420,000","6,888,679,140,000","1,190,340,000"
11670,"26,455,145,899,560,000","6,889,869,582,000","1,190,442,000"
11671,"26,462,035,769,142,000","6,891,060,126,000","1,190,544,000"
11672,"26,468,926,829,268,000","6,892,250,772,000","1,190,646,000"
11673,"26,475,819,080,040,000","6,893,441,520,000","1,190,748,000"
11674,"26,482,712,521,560,000","6,894,632,370,000","1,190,850,000"
11675,"26,489,607,153,930,000","6,895,823,322,000","1,190,952,000"
11676,"26,496,502,977,252,000","6,897,014,376,000","1,191,054,000"
11677,"26,503,399,991,628,000","6,898,205,532,000","1,191,156,000"
11678,"26,510,298,197,160,000","6,899,396,790,000","1,191,258,000"
11679,"26,517,197,593,950,000","6,900,588,150,000","1,191,360,000"
11680,"26,524,098,182,100,000","6,901,779,612,000","1,191,462,000"
11681,"26,530,999,961,712,000","6,902,971,176,000","1,191,564,000"
11682,"26,537,902,932,888,000","6,904,162,842,000","1,191,666,000"
11683,"26,544,807,095,730,000","6,905,354,610,000","1,191,768,000"
11684,"26,551,712,450,340,000","6,906,546,480,000","1,191,870,000"
11685,"26,558,618,996,820,000","6,907,738,452,000","1,191,972,000"
11686,"26,565,526,735,272,000","6,908,930,526,000","1,192,074,000"
11687,"26,572,435,665,798,000","6,910,122,702,000","1,192,176,000"
11688,"26,579,345,788,500,000","6,911,314,980,000","1,192,278,000"
11689,"26,586,257,103,480,000","6,912,507,360,000","1,192,380,000"
11690,"26,593,169,610,840,000","6,913,699,842,000","1,192,482,000"
11691,"26,600,083,310,682,000","6,914,892,426,000","1,192,584,000"
11692,"26,606,998,203,108,000","6,916,085,112,000","1,192,686,000"
11693,"26,613,914,288,220,000","6,917,277,900,000","1,192,788,000"
11694,"26,620,831,566,120,000","6,918,470,790,000","1,192,890,000"
11695,"26,627,750,036,910,000","6,919,663,782,000","1,192,992,000"
11696,"26,634,669,700,692,000","6,920,856,876,000","1,193,094,000"
11697,"26,641,590,557,568,000","6,922,050,072,000","1,193,196,000"
11698,"26,648,512,607,640,000","6,923,243,370,000","1,193,298,000"
11699,"26,655,435,851,010,000","6,924,436,770,000","1,193,400,000"
11700,"26,662,360,287,780,000","6,925,630,272,000","1,193,502,000"
11701,"26,669,285,918,052,000","6,926,823,876,000","1,193,604,000"
11702,"26,676,212,741,928,000","6,928,017,582,000","1,193,706,000"
11703,"26,683,140,759,510,000","6,929,211,390,000","1,193,808,000"
11704,"26,690,069,970,900,000","6,930,405,300,000","1,193,910,000"
11705,"26,697,000,376,200,000","6,931,599,312,000","1,194,012,000"
11706,"26,703,931,975,512,000","6,932,793,426,000","1,194,114,000"
11707,"26,710,864,768,938,000","6,933,987,642,000","1,194,216,000"
11708,"26,717,798,756,580,000","6,935,181,960,000","1,194,318,000"
11709,"26,724,733,938,540,000","6,936,376,380,000","1,194,420,000"
11710,"26,731,670,314,920,000","6,937,570,902,000","1,194,522,000"
11711,"26,738,607,885,822,000","6,938,765,526,000","1,194,624,000"
11712,"26,745,546,651,348,000","6,939,960,252,000","1,194,726,000"
11713,"26,752,486,611,600,000","6,941,155,080,000","1,194,828,000"
11714,"26,759,427,766,680,000","6,942,350,010,000","1,194,930,000"
11715,"26,766,370,116,690,000","6,943,545,042,000","1,195,032,000"
11716,"26,773,313,661,732,000","6,944,740,176,000","1,195,134,000"
11717,"26,780,258,401,908,000","6,945,935,412,000","1,195,236,000"
11718,"26,787,204,337,320,000","6,947,130,750,000","1,195,338,000"
11719,"26,794,151,468,070,000","6,948,326,190,000","1,195,440,000"
11720,"26,801,099,794,260,000","6,949,521,732,000","1,195,542,000"
11721,"26,808,049,315,992,000","6,950,717,376,000","1,195,644,000"
11722,"26,815,000,033,368,000","6,951,913,122,000","1,195,746,000"
11723,"26,821,951,946,490,000","6,953,108,970,000","1,195,848,000"
11724,"26,828,905,055,460,000","6,954,304,920,000","1,195,950,000"
11725,"26,835,859,360,380,000","6,955,500,972,000","1,196,052,000"
11726,"26,842,814,861,352,000","6,956,697,126,000","1,196,154,000"
11727,"26,849,771,558,478,000","6,957,893,382,000","1,196,256,000"
11728,"26,856,729,451,860,000","6,959,089,740,000","1,196,358,000"
11729,"26,863,688,541,600,000","6,960,286,200,000","1,196,460,000"
11730,"26,870,648,827,800,000","6,961,482,762,000","1,196,562,000"
11731,"26,877,610,310,562,000","6,962,679,426,000","1,196,664,000"
11732,"26,884,572,989,988,000","6,963,876,192,000","1,196,766,000"
11733,"26,891,536,866,180,000","6,965,073,060,000","1,196,868,000"
11734,"26,898,501,939,240,000","6,966,270,030,000","1,196,970,000"
11735,"26,905,468,209,270,000","6,967,467,102,000","1,197,072,000"
11736,"26,912,435,676,372,000","6,968,664,276,000","1,197,174,000"
11737,"26,919,404,340,648,000","6,969,861,552,000","1,197,276,000"
11738,"26,926,374,202,200,000","6,971,058,930,000","1,197,378,000"
11739,"26,933,345,261,130,000","6,972,256,410,000","1,197,480,000"
11740,"26,940,317,517,540,000","6,973,453,992,000","1,197,582,000"
11741,"26,947,290,971,532,000","6,974,651,676,000","1,197,684,000"
11742,"26,954,265,623,208,000","6,975,849,462,000","1,197,786,000"
11743,"26,961,241,472,670,000","6,977,047,350,000","1,197,888,000"
11744,"26,968,218,520,020,000","6,978,245,340,000","1,197,990,000"
11745,"26,975,196,765,360,000","6,979,443,432,000","1,198,092,000"
11746,"26,982,176,208,792,000","6,980,641,626,000","1,198,194,000"
11747,"26,989,156,850,418,000","6,981,839,922,000","1,198,296,000"
11748,"26,996,138,690,340,000","6,983,038,320,000","1,198,398,000"
11749,"27,003,121,728,660,000","6,984,236,820,000","1,198,500,000"
11750,"27,010,105,965,480,000","6,985,435,422,000","1,198,602,000"
11751,"27,017,091,400,902,000","6,986,634,126,000","1,198,704,000"
11752,"27,024,078,035,028,000","6,987,832,932,000","1,198,806,000"
11753,"27,031,065,867,960,000","6,989,031,840,000","1,198,908,000"
11754,"27,038,054,899,800,000","6,990,230,850,000","1,199,010,000"
11755,"27,045,045,130,650,000","6,991,429,962,000","1,199,112,000"
11756,"27,052,036,560,612,000","6,992,629,176,000","1,199,214,000"
11757,"27,059,029,189,788,000","6,993,828,492,000","1,199,316,000"
11758,"27,066,023,018,280,000","6,995,027,910,000","1,199,418,000"
11759,"27,073,018,046,190,000","6,996,227,430,000","1,199,520,000"
11760,"27,080,014,273,620,000","6,997,427,052,000","1,199,622,000"
11761,"27,087,011,700,672,000","6,998,626,776,000","1,199,724,000"
11762,"27,094,010,327,448,000","6,999,826,602,000","1,199,826,000"
11763,"27,101,010,154,050,000","7,001,026,530,000","1,199,928,000"
11764,"27,108,011,180,580,000","7,002,226,560,000","1,200,030,000"
11765,"27,115,013,407,140,000","7,003,426,692,000","1,200,132,000"
11766,"27,122,016,833,832,000","7,004,626,926,000","1,200,234,000"
11767,"27,129,021,460,758,000","7,005,827,262,000","1,200,336,000"
11768,"27,136,027,288,020,000","7,007,027,700,000","1,200,438,000"
11769,"27,143,034,315,720,000","7,008,228,240,000","1,200,540,000"
11770,"27,150,042,543,960,000","7,009,428,882,000","1,200,642,000"
11771,"27,157,051,972,842,000","7,010,629,626,000","1,200,744,000"
11772,"27,164,062,602,468,000","7,011,830,472,000","1,200,846,000"
11773,"27,171,074,432,940,000","7,013,031,420,000","1,200,948,000"
11774,"27,178,087,464,360,000","7,014,232,470,000","1,201,050,000"
11775,"27,185,101,696,830,000","7,015,433,622,000","1,201,152,000"
11776,"27,192,117,130,452,000","7,016,634,876,000","1,201,254,000"
11777,"27,199,133,765,328,000","7,017,836,232,000","1,201,356,000"
11778,"27,206,151,601,560,000","7,019,037,690,000","1,201,458,000"
11779,"27,213,170,639,250,000","7,020,239,250,000","1,201,560,000"
11780,"27,220,190,878,500,000","7,021,440,912,000","1,201,662,000"
11781,"27,227,212,319,412,000","7,022,642,676,000","1,201,764,000"
11782,"27,234,234,962,088,000","7,023,844,542,000","1,201,866,000"
11783,"27,241,258,806,630,000","7,025,046,510,000","1,201,968,000"
